AIRO_ID,Roll_No,Off_Name,Add_1,Add_2,Add_3,Add_4,County,Ethos,Island,DEIS,Gaeltacht,M_13_14,F_13_14,T_13_14,xcoord,ycoord,Long,Lat,Sex
1726,19856R,GAELSCOIL OSRAI,LOCH BUI,CILL CHANNAIGH,,,Kilkenny,CATHOLIC,N,N,N,213,220,433,251078.0,154467.0,-7.2454,52.6391,Mixed
1727,19905E,KILKENNY SCHOOL PROJECT,SPRINGFIELD,WATERFORD ROAD,KILKENNY,,Kilkenny,MULTI DENOMINATIONAL,N,N,N,140,109,249,250696.0,154318.0,-7.251060000000001,52.6378,Mixed
1728,19925K,SCOIL MHUIRE,PRESENTATION CONVENT,PARNELL ST,KILKENNY,,Kilkenny,CATHOLIC,N,N,N,134,303,437,250405.0,155772.0,-7.255139999999999,52.6509,Mixed
1729,19930D,Scoil an Chroí Ró-Naofa,URLINGFORD,Co Kilkenny,via Thurles,,Kilkenny,CATHOLIC,N,N,N,106,116,222,228457.0,163169.0,-7.5788199999999994,52.7189,Mixed
1730,19944O,GORESBRIDGE N.S.,GORESBRIDGE,CO KILKENNY,,,Kilkenny,CATHOLIC,N,N,N,44,57,101,267956.0,153700.0,-6.996239999999999,52.6303,Mixed
1731,19976E,ST BEACONS N S,MULLINAVAT,CO KILKENNY,,,Kilkenny,CATHOLIC,N,N,N,98,84,182,256389.0,124373.0,-7.172039999999999,52.3681,Mixed
1732,20011Q,ST JOHNS SENIOR NS,BALLYBOUGH STREET,KILKENNY.,,,Kilkenny,CATHOLIC,N,Y,N,98,96,194,251253.0,156576.0,-7.242489999999999,52.658,Mixed
1733,20255V,Bunscoil McAuley Rice,West Street,Callan,Co. Kilkenny,,Kilkenny,CATHOLIC,N,N,N,178,159,337,241265.0,143778.0,-7.39169,52.5439,Mixed
1734,20272V,St Marys Primary School,Thomastown,Co Kilkenny,,,Kilkenny,CATHOLIC,N,N,N,222,223,445,258680.0,142229.0,-7.135269999999999,52.5283,Mixed
1735,00892Q,SHANGANAMORE N S,SHANGANAMORE,ATHY,CO LAOIS,,Laois,CATHOLIC,N,N,N,52,52,104,267691.0,189623.0,-6.99273,52.9532,Mixed
1736,00895W,BALLINAKILL MIXED N S,BALLINAKILL,CO LAOIS,,,Laois,CATHOLIC,N,N,N,49,39,88,246636.0,180748.0,-7.30728,52.8757,Mixed
1737,01556F,SCOIL BHRIDE,BALLYROAN,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,33,64,97,247232.0,188518.0,-7.2973,52.9454,Mixed
1738,07183W,ST JOSEPHS GIRLS N.S.,DAVITT ROAD,MOUNTMELLICK,CO LAOIS.,,Laois,CATHOLIC,N,N,N,0,271,271,245657.0,207130.0,-7.3181,53.1128,Female
1739,07442U,St Josephs National School,BORRIS IN OSSORY,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,59,45,104,224647.0,187518.0,-7.633380000000001,52.938,Mixed
1740,07636K,ST FINTANS N S,NEW LINE ROAD,MOUNTRATH,CO LAOIS,,Laois,CATHOLIC,N,N,N,96,0,96,234977.0,194291.0,-7.47899,52.9982,Male
1741,10544W,COSBY N S,STRADBALLY,CO LAOIS,,,Laois,CHURCH OF IRELAND,N,N,N,18,19,37,257407.0,196167.0,-7.14458,53.0132,Mixed
1742,12231L,RUSH HALL MIXED N S,PORTLAOISE,CO LAOIS,,,Laois,CATHOLIC,N,N,N,17,9,26,229990.0,189443.0,-7.553719999999999,52.955,Mixed
1743,12692B,KILADOOLEY MIXED N S,KILADOOLEY,BALLYBROPHY,CO LAOIS,,Laois,CATHOLIC,N,N,N,55,54,109,223906.0,182454.0,-7.644769999999999,52.8925,Mixed
1744,13173F,PADDOCK N S,PADDOCK,MOUNTRATH,PORTLAOISE,CO LAOIS,Laois,CATHOLIC,N,N,N,36,29,65,233702.0,197004.0,-7.4977,53.0227,Mixed
1745,13343E,SCOIL BHRIDE,STILL BROOK,MOUNTRATH,CO LAOIS,,Laois,CATHOLIC,N,N,N,0,115,115,235165.0,194476.0,-7.47617,52.9999,Female
1746,13386W,S N AN CHROI RO NAOFA,PORTLAOISE,CO LAOIS,,,Laois,CATHOLIC,N,N,N,133,287,420,247243.0,198438.0,-7.29569,53.0346,Mixed
1747,13643Q,EMO MIXED N S,PORTLAOISE,CO LAOIS,,,Laois,CATHOLIC,N,N,N,116,99,215,253051.0,205674.0,-7.207910000000001,53.099,Mixed
1748,13741Q,RATH MIXED N S,RATH,BALLYBRITTAS,PORTLAOISE,CO LAOIS,Laois,CATHOLIC,N,N,N,88,99,187,260866.0,205250.0,-7.09133,53.0944,Mixed
1749,14260F,ABBEYLEIX STH N S,ABBEYLEIX,CO LAOIS,,,Laois,CHURCH OF IRELAND,N,N,N,38,46,84,243408.0,184449.0,-7.35473,52.9092,Mixed
1750,14838N,MARYBORO N S,MARYBORO,PORTLAOISE,CO LAOIS,,Laois,CHURCH OF IRELAND,N,N,N,47,43,90,247495.0,198401.0,-7.291930000000001,53.0342,Mixed
1751,15446B,TRUMMERA N S,TRUMMERA,MOUNTRATH,CO LAOIS,,Laois,CATHOLIC,N,N,N,19,20,39,238756.0,192771.0,-7.42289,52.9843,Mixed
1752,15537E,S N BAILE FINN,BAILE FINN,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,126,102,228,239808.0,200738.0,-7.4062399999999995,53.0558,Mixed
1753,15556I,PRESENTATION PRIMARY SCHOOL,STATION ROAD,PORTARLINGTON,CO LAOIS,,Laois,CATHOLIC,N,N,N,160,505,665,254800.0,211700.0,-7.18077,53.153,Mixed
1754,15562D,CLOCH AN TSIONNAIGH N S,FOXROCK,BALLACOLLA,ABBEYLEIX,CO LAOIS,Laois,CATHOLIC,N,N,N,62,51,113,233105.0,181804.0,-7.50815,52.8861,Mixed
1755,15933M,CAMROSS N S,CAMROSS,PORTLAOISE,CO LAOISE,,Laois,CATHOLIC,N,N,N,63,64,127,227435.0,194962.0,-7.59127,53.0047,Mixed
1756,16070K,MOUNTMELLICK BOYS N S,MOUNTMELLICK,CO LAOIS,,,Laois,CATHOLIC,N,N,N,266,0,266,245646.0,207140.0,-7.31826,53.1129,Male
1757,16160L,CLONAGHADOO N S,CLONAGHADOO,KILCAVAN,GEASHILL,CO OFFALY,Laois,CATHOLIC,N,N,N,55,60,115,241968.0,214531.0,-7.3722199999999996,53.1796,Mixed
1758,16617H,BALLYADAMS N S,BALLYADAMS,ATHY,CO KILDARE,,Laois,CATHOLIC,N,N,N,88,84,172,261903.0,191096.0,-7.07856,52.9671,Mixed
1759,16667W,TOBAR AN LEINN,RAHEEN,MOUNTRATH,CO LAOIS,,Laois,CATHOLIC,N,N,N,47,55,102,242381.0,190683.0,-7.36918,52.9653,Mixed
1760,17064U,SCOIL PADRAIG,BALLYLINAN,CO LAOIS,,,Laois,CATHOLIC,N,N,N,122,137,259,264591.0,188771.0,-7.03902,52.9459,Mixed
1761,17084D,CILL AN IUBHAIR N S,CILL AN IUBHAIR,MOUNTRATH,CO LAOIS,,Laois,CATHOLIC,N,N,N,16,14,30,229972.0,199696.0,-7.553039999999999,53.0471,Mixed
1762,17271C,SCOIL MHUIRE MUIGHEO,CRETTYARD,CARLOW,CO CARLOW,,Laois,CATHOLIC,N,N,N,18,14,32,261527.0,177621.0,-7.086710000000001,52.8461,Mixed
1763,17441B,SCOIL MHUIRE,WOLFHILL,ATHY,CO KILDARE,,Laois,CATHOLIC,N,N,N,11,10,21,258496.0,183588.0,-7.1306199999999995,52.9,Mixed
1764,17489G,S N FIONNTAN NAOFA,ABBEYLEIX,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,33,47,80,238620.0,186499.0,-7.425660000000001,52.928000000000004,Mixed
1765,17493U,ROSENALLIS N S,ROSENALLIS,CO LAOIS,,,Laois,CATHOLIC,N,N,N,44,48,92,239427.0,209574.0,-7.410839999999999,53.1353,Mixed
1766,17555Q,SCOIL NAOMH ABBAN,CRETTYARD,CARLOW,CO CARLOW,,Laois,CATHOLIC,N,Y,N,28,25,53,259832.0,179586.0,-7.111510000000001,52.8639,Mixed
1767,17557U,SCOIL ABBAIN CILLIN,MAGANEY,ATHY,CO KILDARE,,Laois,CATHOLIC,N,N,N,47,35,82,269397.0,184370.0,-6.96847,52.9057,Mixed
1768,17604D,RAITHIN AN UISCE N S,RAITHIN AN UISCE,PORTLAOISE,CO LAOISE,,Laois,CATHOLIC,N,N,N,111,123,234,252686.0,195393.0,-7.215039999999999,53.0067,Mixed
1769,17617M,SCOIL CHOMHGAIN NAOFA,KILLESHIN,CARLOW,CO CARLOW,,Laois,CATHOLIC,N,N,N,173,153,326,267845.0,178028.0,-6.99286,52.849,Mixed
1770,17695J,S N MOLAISE,MOLAISE,AN CNOCH,MAINISTIR LAOISE,CO LAOISE,Laois,CATHOLIC,N,N,N,44,40,84,251376.0,183745.0,-7.23641,52.9022,Mixed
1771,17883K,MUIRE NAOFA CASTLECUFFE,CASTLECUFFE,CLONASLEE,CO LAOIS,,Laois,CATHOLIC,N,N,N,38,38,76,227653.0,211267.0,-7.58662,53.1512,Mixed
1772,18014K,Scoil an Chroi Ro Naofa,The Swan N.S.,via Athy,Co Laois,,Laois,CATHOLIC,N,N,N,22,15,37,257031.0,181779.0,-7.152710000000001,52.8839,Mixed
1773,18075H,RATHDOMHNAIGH N S,RATHDOWNEY,CO LAOIS,,,Laois,CHURCH OF IRELAND,N,N,N,20,15,35,228335.0,178279.0,-7.57932,52.8547,Mixed
1774,18150S,FRAOCH MOR N S,FRAOCH MOR,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,114,111,225,252086.0,200786.0,-7.22311,53.0552,Mixed
1775,18166K,CLUAIN EIDHNEACH N S,CLUAIN EIDHNEACH,MOUNTRATH,CO LAOIS,,Laois,CHURCH OF IRELAND,N,N,N,34,28,62,235441.0,194793.0,-7.47202,53.0027,Mixed
1776,18203N,CUL AN TSUDAIRE N S,CUL AN TSUDAIRE,PORTARLINGTON,CO LAOIS,,Laois,CHURCH OF IRELAND,N,N,N,40,52,92,254158.0,212134.0,-7.1903,53.157,Mixed
1777,18206T,NA CARRAIGE N S,NA CARRAIGE,MOUNTMELLICK,CO LAOIS,,Laois,CATHOLIC,N,N,N,99,112,211,247769.0,207390.0,-7.286519999999999,53.115,Mixed
1778,18265M,BHRIDE N S,ARD DUACH,CARLOW,CO CARLOW,,Laois,CATHOLIC,N,Y,N,12,7,19,264309.0,172159.0,-7.0464899999999995,52.7967,Mixed
1779,18294T,BARR NA SRUTHAN N S,BARR NA SRUTHAN,MOUNTMELLICK,CO LAOIS,,Laois,CATHOLIC,N,N,N,27,30,57,242537.0,203993.0,-7.3651100000000005,53.0849,Mixed
1780,18368W,MHUIRE FATIMA N S,TIGH MOCHUA,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,65,80,145,253878.0,190481.0,-7.198110000000001,52.9624,Mixed
1781,18433H,NAOMH PIUS X N S,BALLACOLLA,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,15,14,29,237079.0,181317.0,-7.449160000000001,52.8815,Mixed
1782,18513F,NAOMH PADRAIG N S,DOIRE LIAIM OIG,ROSENALLIS,CO LAOIS,,Laois,CATHOLIC,N,N,N,59,56,115,240704.0,207565.0,-7.392010000000001,53.1171,Mixed
1783,18532J,ARDLIOS N S,ARDLIOS,BALLICKMOYLER,CO CARLOW,,Laois,CATHOLIC,N,N,N,32,42,74,266075.0,182734.0,-7.01817,52.8915,Mixed
1784,18547W,FAOLAN NAOFA N S,BAILE UI RUAIN,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,53,0,53,246811.0,189000.0,-7.303489999999999,52.9498,Male
1785,18641O,S N NAOMH EOIN,PORTARLINGTON,CO LAOIS,,,Laois,CATHOLIC,N,N,N,218,169,387,257077.0,209248.0,-7.1471800000000005,53.1307,Mixed
1786,18780F,S N NAOMH COLMCILLE,ERRILL,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,30,30,60,222028.0,177887.0,-7.67298,52.8515,Mixed
1787,18828H,ST. PAULS PRIMARY SCHOOL,BORRIS ROAD,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,385,36,421,247565.0,198876.0,-7.29082,53.0385,Mixed
1788,19286C,S N MHUIRE,PRESENTATION CONVENT,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,123,308,431,247172.0,198464.0,-7.29674,53.0348,Mixed
1789,19369G,ST PAULS N S,ST PAULS RECTORY,MOUNTMELLICK,CO LAOIS,,Laois,CHURCH OF IRELAND,N,N,N,14,10,24,245150.0,207419.0,-7.32563,53.1155,Mixed
1790,19747M,SCOIL BHRIDE NS,PORTLAOISE,CO LAOIS,,,Laois,CATHOLIC,N,Y,N,373,383,756,246071.0,198704.0,-7.31312,53.0371,Mixed
1791,19750B,SCOIL MHUIRE,ABBEYLEIX,CO LAOIS,,,Laois,CATHOLIC,N,N,N,184,163,347,244260.0,185480.0,-7.34192,52.9184,Mixed
1792,19791P,Scoil Tíghearnach Naofa,Cullohill,Rathdowney,Co Laois,,Laois,CATHOLIC,N,N,N,60,56,116,235270.0,174539.0,-7.47677,52.8207,Mixed
1793,20065Q,OUR LADYS MEADOW NATIONAL SCHOO,DURROW,CO LAOIS,,,Laois,CATHOLIC,N,N,N,102,91,193,240616.0,177298.0,-7.39712,52.8451,Mixed
1794,20071L,SCOIL BHRIDE,RATHDOWNEY,CO LAOIS,,,Laois,CATHOLIC,N,N,N,108,91,199,227922.0,178242.0,-7.58546,52.8544,Mixed
1795,20081O,GAELSCOIL PHORT LAOISE,Bóthar Maighéan Rátha,Portlaoise,Co. Laoise,,Laois,CATHOLIC,N,N,N,117,132,249,246138.0,198399.0,-7.31216,53.0343,Mixed
1796,20118L,SCOIL BHRIDE,CLUAIN NA SLI,MOINTEACH MILIC,CO LAOIS,,Laois,CATHOLIC,N,N,N,73,51,124,231786.0,211130.0,-7.52486,53.1498,Mixed
1797,20169F,CASTLETOWN N.S,PORTLAOISE,CO LAOIS,,,Laois,CATHOLIC,N,N,N,73,73,146,234184.0,191810.0,-7.491060000000001,52.976000000000006,Mixed
1798,20224K,GAELSCOIL AN TSLI DALA,BOIRIS MOR OSSARI,CONTAE LAOISE,,,Laois,INTER DENOMINATIONAL,N,N,N,15,22,37,220616.0,189919.0,-7.69318,52.9597,Mixed
1799,20347D,Portlaoise Educate Together NS,Summerhill/Downs,Stradbally Road,Portlaoise,Co Laois,Laois,MULTI DENOMINATIONAL,N,N,N,147,119,266,246937.0,198529.0,-7.30023,53.0354,Mixed
1800,20353V,St Coleman's National School,Stradbally,Laois,,Co Laois,Laois,CATHOLIC,N,N,N,141,131,272,257460.0,196244.0,-7.14377,53.0139,Mixed
1801,01125B,LEITRIM MXD N S,CARRICK ON SHANNON,CO LEITRIM,,,Leitrim,CATHOLIC,N,N,N,128,90,218,195657.0,304820.0,-8.06622,53.9926,Mixed
1802,08390J,MASTERSONS N S,MANORHAMILTON,CO LEITRIM,,,Leitrim,CHURCH OF IRELAND,N,N,N,11,3,14,188811.0,339595.0,-8.1719,54.3049,Mixed
1803,08673V,THE HUNT N S,CASTLE STREET,MOHILL,CO. LEITRIM,,Leitrim,CHURCH OF IRELAND,N,N,N,16,22,38,208908.0,297021.0,-7.8644,53.9224,Mixed
1804,09353I,NEWTOWNGORE N S 1,CARRICK ON SHANNON,CO LEITRIM,,,Leitrim,CHURCH OF IRELAND,N,N,N,14,14,28,220938.0,309769.0,-7.680389999999999,54.0366,Mixed
1805,13614J,S N BRID NAOFA,BEAL AN ATHA MOIR,CARRICK ON SHANNON,CO LEITRIM,,Leitrim,CATHOLIC,N,N,N,22,71,93,212695.0,311461.0,-7.80615,54.0521,Mixed
1806,13656C,ANNADUFF MXD N S,AGHAMORE,CARRICK ON SHANNON,CO LEITRIM,,Leitrim,CATHOLIC,N,N,N,69,83,152,203062.0,294750.0,-7.953410000000001,53.9021,Mixed
1807,13908D,BALLAGHAMEEHAN N S,ROSSINVER,SLIGO,,,Leitrim,CATHOLIC,N,N,N,8,7,15,192958.0,348121.0,-8.10839,54.3816,Mixed
1808,14339S,AUGHAVAS NS,CARAIGALLEN,CO LEITRIM,,,Leitrim,CATHOLIC,N,Y,N,30,34,64,218544.0,300598.0,-7.71749,53.9543,Mixed
1809,14898I,DRUMEELA N S,CARRIGALLEN PO,CO LEITRIM,VIA CAVAN,,Leitrim,CATHOLIC,N,Y,N,16,13,29,223114.0,307291.0,-7.64737,54.0143,Mixed
1810,15116D,ARDVARNEY MXD N S,DROMAHAIR,CO LEITRIM,,,Leitrim,CATHOLIC,N,Y,N,24,16,40,184511.0,330277.0,-8.23748,54.2211,Mixed
1811,15194A,NAOMH CAILLIN,FIODHNACH FOXFIELD,CARRICK ON SHANNON,CO LEITRIM,,Leitrim,CATHOLIC,N,N,N,66,55,121,210862.0,307742.0,-7.83427,54.0187,Mixed
1812,15382B,DRUMLEASE N S,DROMAHAIR,CO LEITRIM,,,Leitrim,CATHOLIC,N,N,N,67,60,127,180854.0,331164.0,-8.293610000000001,54.2289,Mixed
1813,15960P,GORTLETTERAGH CENTRAL,FORNOCHT,CARA DROMA RUISC,CO LEITRIM,,Leitrim,CATHOLIC,N,N,N,39,37,76,212105.0,292162.0,-7.815919999999999,53.8787,Mixed
1814,16130C,ST JOSEPHS N S,KILLENUMERY,DROMAHAIR,CO LEITRIM,,Leitrim,CATHOLIC,N,N,N,37,29,66,180084.0,327295.0,-8.30516,54.1941,Mixed
1815,16474L,CARRIGALLEN N S,CARRIGALLEN,CO LEITRIM,,,Leitrim,CATHOLIC,N,Y,N,76,50,126,223224.0,302798.0,-7.6460300000000005,53.9739,Mixed
1816,16932P,AUGHAWILLAN NS,GARADICE,CO LEITRIM,,,Leitrim,CATHOLIC,N,N,N,15,15,30,217210.0,314005.0,-7.7370600000000005,54.0748,Mixed
1817,16951T,S N NA CRAOIBHELEITHE,DRUMKEERAN,CO LEITRIM,,,Leitrim,CATHOLIC,N,Y,N,6,8,14,189391.0,328779.0,-8.16261,54.2077,Mixed
1818,17125O,DIFFEREEN N S,MANORHAMILTON,CO LEITRIM,,,Leitrim,CATHOLIC,N,Y,N,20,16,36,179204.0,341704.0,-8.31964,54.3236,Mixed
1819,17206O,GLEBE N S,LARGY N S,KINLOUGH,CO LEITRIM,,Leitrim,CATHOLIC,N,N,N,18,14,32,183925.0,344174.0,-8.24722,54.3459,Mixed
1820,17233R,MANORHAMILTON B N S,SCOIL SAN CLAR,MANORHAMILTON,LEITRIM,,Leitrim,CATHOLIC,N,N,N,112,115,227,188987.0,339313.0,-8.169189999999999,54.3024,Mixed
1821,18139H,S N NAOMH PADRAIG,TEARMON SPENCER HARBOUR,CARRICK-ON-SHANNON,CO LEITRIM,,Leitrim,CATHOLIC,N,Y,N,10,20,30,194035.0,319867.0,-8.09125,54.1277,Mixed
1822,18181G,St. Hugh's N.S.,DOWRA,(via Carrick-on-Shannon),Co. Leitrim,,Leitrim,CATHOLIC,N,N,N,28,18,46,199439.0,326325.0,-8.00859,54.1858,Mixed
1823,18329M,S N NAOMH MHUIRE,LECKANN,CO LEITRIM,,,Leitrim,CATHOLIC,N,N,N,21,17,38,180985.0,336314.0,-8.29193,54.2752,Mixed
1824,18492A,S N NAOMH BRIGHID,COILL NA GCROS,CARRICK ON SHANNON,CO LEITRIM,,Leitrim,CATHOLIC,N,N,N,38,28,66,202972.0,304090.0,-7.954689999999999,53.986000000000004,Mixed
1825,18589P,S N MHIC DIARMADA,COILLTE CLOCHAIR,CO LEITRIM,,,Leitrim,CATHOLIC,N,N,N,10,11,21,197699.0,345228.0,-8.03539,54.3556,Mixed
1826,18656E,SN BEAL AN ATHA MHOIR,SCOIL NAOMH PADRAIG,BEAL AN ATHA MHOIR,CO LEITRIM,,Leitrim,CATHOLIC,N,N,N,58,0,58,212580.0,311474.0,-7.8079,54.0522,Male
1827,18741S,FAITIMA N S,CLUANA,CARRICK ON SHANNON,CO LEITRIM,,Leitrim,CATHOLIC,N,Y,N,28,28,56,214094.0,299550.0,-7.78533,53.945,Mixed
1828,19255O,ST MICHAELS NS,GLENFARNE,CO LEITRIM,,,Leitrim,CATHOLIC,N,N,N,30,39,69,195639.0,338840.0,-8.066989999999999,54.2982,Mixed
1829,19360L,DRUMKEERIN CENTRAL NS,DRUMKEERIN CENTRAL SCH,DRUMKEERIN,CO LEITRIM,,Leitrim,CATHOLIC,N,N,N,43,29,72,190883.0,324044.0,-8.1396,54.1652,Mixed
1830,19365V,ACHADH NA SILEANN,ACHADH NA SILEANN,CORA DROMA RUISC,CO LIATROMA,,Leitrim,CATHOLIC,N,Y,N,35,32,67,208931.0,313221.0,-7.863569999999999,54.068000000000005,Mixed
1831,19423J,ST  PATRICKS NS,DRUMSHAMBO,CO LEITRIM,,,Leitrim,CATHOLIC,N,N,N,107,120,227,197789.0,310890.0,-8.033760000000001,54.0471,Mixed
1832,19519W,ST BRIDS,DRUMCONG CENTRAL SCHOOL,DRUMCONG,CO LEITRIM,,Leitrim,CATHOLIC,N,N,N,80,83,163,201759.0,308896.0,-7.973160000000001,54.0292,Mixed
1833,19554B,SCOIL MHUIRE,BORNACOOLA,CARRICK ON SHANNON,CO LEITRIM,,Leitrim,CATHOLIC,N,N,N,36,38,74,208013.0,290107.0,-7.8782,53.8603,Mixed
1834,19600F,S N NAOMH MHUIRE,DRUMLEA,CARRIGALLEN,VIA CAVAN,CO LEITRIM,Leitrim,CATHOLIC,N,N,N,19,17,36,217831.0,307708.0,-7.727939999999999,54.0182,Mixed
1835,20079E,FOUR MASTERS NS,KINLOUGH,CO LEITRIM,,,Leitrim,CATHOLIC,N,N,N,140,125,265,181302.0,355312.0,-8.28825,54.4459,Mixed
1836,20203C,MOHILL N S,MOHILL,CO LEITRIM,,,Leitrim,CATHOLIC,N,Y,N,96,88,184,208524.0,296825.0,-7.87025,53.9207,Mixed
1837,20212D,GAELSCOIL LIATROMA,C L G MAOMH MHUIRE,ATTYFINLAY,CORA DROMA RÚISC,CO LIATROMA,Leitrim,CATHOLIC,N,N,N,120,85,205,195192.0,299810.0,-8.07324,53.9475,Mixed
1838,20260O,Gaelscoil Chluainín,Sráid an Chaisleáin,Cluainín Uí Ruairc,Co. Liatroma,,Leitrim,CATHOLIC,N,N,N,44,48,92,188346.0,339716.0,-8.17905,54.306000000000004,Mixed
1839,20432R,Scoil Mhuire,Carrick-on-Shannon,Co Leitrim,,,Leitrim,CATHOLIC,N,N,N,140,173,313,194189.92,299623.57,-8.0885,53.9459,Mixed
1840,06936R,ST JOHNS CONVENT,CATHEDRAL PLACE,LIMERICK CITY,,,Limerick,CATHOLIC,N,Y,N,70,222,292,158340.0,156884.0,-8.61578,52.6616,Mixed
1841,12834S,ST MICHAELS,11 BARRINGTON ST,LIMERICK,,,Limerick,CHURCH OF IRELAND,N,N,N,77,60,137,157436.0,156408.0,-8.62908,52.6573,Mixed
1842,15320C,ST MICHAELS NS,CBS GROUNDS,SEXTON STREET,LIMERICK,,Limerick,CATHOLIC,N,Y,N,47,10,57,157907.0,156565.0,-8.62214,52.6587,Mixed
1843,16443A,SCOIL PADRAIG NAOFA B,DUBLIN ROAD,LIMERICK,,,Limerick,CATHOLIC,N,N,N,221,0,221,159013.0,157105.0,-8.60586,52.6636,Male
1844,16444C,SCOIL PADRAIG NAOFA C,DUBLIN ROAD,LIMERICK,,,Limerick,CATHOLIC,N,N,N,0,219,219,158966.0,157214.0,-8.60657,52.6646,Female
1845,16715H,ST JOHN THE BAPTIST BOYS N S,DOWNEY STREET,PENNYWELL,LIMERICK,,Limerick,CATHOLIC,N,Y,N,39,0,39,158464.0,157035.0,-8.61397,52.663000000000004,Male
1846,16910F,SCOIL IOSAGAIN,SRAID SEASNAIN,LIMERICK,,,Limerick,CATHOLIC,N,Y,N,188,0,188,157940.0,156545.0,-8.62165,52.6585,Male
1847,17445J,SCOIL LILE NAOFA,KILEELY,LIMERICK,,,Limerick,CATHOLIC,N,Y,N,31,20,51,157124.0,158298.0,-8.633939999999999,52.6742,Mixed
1848,17671S,MARIA AUXILIATRIX N S,FERNBANK,LIMERICK,,,Limerick,CATHOLIC,N,N,N,0,183,183,156782.0,157236.0,-8.63885,52.6647,Female
1849,17737W,OUR LADY QUEEN OF PEACE SCHOOL,JANESBORO,LIMERICK,,,Limerick,CATHOLIC,N,Y,N,135,136,271,157950.0,155445.0,-8.621360000000001,52.6487,Mixed
1850,17941V,ST MUNCHINS G N S,BALLYNANTY,LIMERICK,,,Limerick,CATHOLIC,N,Y,N,36,141,177,156633.0,158637.0,-8.64124,52.6772,Mixed
1851,17942A,SCOIL MHAINCHIN BUACH,BOTHAR SIOLBROIN,LIMERICK,,,Limerick,CATHOLIC,N,Y,N,56,0,56,156849.0,158042.0,-8.63797,52.6719,Male
1852,18677M,SCOIL MATHAIR DE,CUAR BOTHAR THEAS,LUIMNEACH,,,Limerick,CATHOLIC,N,N,N,132,115,247,156843.0,155838.0,-8.63777,52.6521,Mixed
1853,18872K,SCOIL IDE,CORBALLY,LIMERICK,,,Limerick,CATHOLIC,N,N,N,404,366,770,158475.0,158674.0,-8.61401,52.6777,Mixed
1854,18991S,J F K MEMORIAL SCHOOL,ENNIS RD,LIMERICK,,,Limerick,CATHOLIC,N,N,N,239,0,239,156444.0,157372.0,-8.64387,52.6658,Male
1855,19204U,CROI RO NAOFA IOSA,FERNBANK,LIMERICK,,,Limerick,CATHOLIC,N,N,N,134,130,264,156778.0,157183.0,-8.638910000000001,52.6642,Mixed
1856,19331E,SCOIL CHRIOST RI B,CAHERDAVIN,LIMERICK City,,,Limerick,CATHOLIC,N,N,N,280,0,280,155588.0,158306.0,-8.65665,52.6742,Male
1857,19332G,S N MUIRE NA HEIREANN,CAHERDAVIN,LIMERICK City,,,Limerick,CATHOLIC,N,N,N,0,286,286,155478.0,158312.0,-8.65827,52.6742,Female
1858,19372S,SOUTH HILL N S,SOUTH HILL,LIMERICK,,,Limerick,CATHOLIC,N,Y,N,32,20,52,158865.0,155166.0,-8.60781,52.6462,Mixed
1859,19475F,ST BRIGIDS NS,SINGLAND,LIMERICK,,,Limerick,CATHOLIC,N,N,N,242,221,463,159555.0,156259.0,-8.59775,52.6561,Mixed
1860,19667O,OUR LADY OF LOURDES N S,ROSBRIEN,LIMERICK,,,Limerick,CATHOLIC,N,Y,N,85,63,148,157336.0,155255.0,-8.630410000000001,52.6469,Mixed
1861,19830W,CORPUS CHRISTI N S,MOYROSS,LIMERICK,,,Limerick,CATHOLIC,N,Y,N,106,96,202,156443.0,159082.0,-8.644110000000001,52.6812,Mixed
1862,19894C,AN MHODH SCOIL,ASCAIL UI CHONAILL,LUIMNEACH,,,Limerick,CATHOLIC,N,N,N,302,301,603,157156.0,156144.0,-8.63318,52.6549,Mixed
1863,19931F,GAELSCOIL SHEOIRSE,CLANCY,AN CNOC THEAS,LUIMNEACH,,Limerick,CATHOLIC,N,Y,N,44,52,96,158531.0,155003.0,-8.61272,52.6447,Mixed
1864,19934L,LIMERICK SCHOOL PROJECT,O'CONNELL AVENUE,LIMERICK,,,Limerick,MULTI DENOMINATIONAL,N,N,N,115,108,223,157168.0,156372.0,-8.63304,52.6569,Mixed
1865,19956V,GAELSCOIL SAIRSEAL,SRAID AN DROICHID,LUIMNEACH,,,Limerick,CATHOLIC,N,N,N,106,137,243,157898.0,157514.0,-8.62239,52.6672,Mixed
1866,20018H,Presentation Primary School,SEXTON STREET,LIMERICK,,,Limerick,CATHOLIC,N,Y,N,48,187,235,157940.0,156595.0,-8.62166,52.659,Mixed
