AIRO_ID,Roll_No,Off_Name,Add_1,Add_2,Add_3,Add_4,County,Ethos,Island,DEIS,Gaeltacht,M_13_14,F_13_14,T_13_14,xcoord,ycoord,Long,Lat,Sex
1142,19566I,OUR LADY QUEEN OF APOSTLES,QUEEN OF APOSTLES NS,CLONBURRIS,CLONDALKIN,DUBLIN 22,Dublin,CATHOLIC,N,Y,N,287,264,551,306573.0,231873.0,-6.40031,53.3264,Mixed
1143,19569O,NEILLSTOWN N S,ST PETER APOSTLE NS,NEILLSTOWN,CLONDALKIN,DUBLIN 22,Dublin,CATHOLIC,N,Y,N,153,140,293,306570.0,233018.0,-6.39997,53.3367,Mixed
1144,19574H,MARLEY GRANGE NS,DIVINE WORD NS,MARLEY GRANGE,RATHFARNHAM,DUBLIN 16,Dublin,CATHOLIC,N,N,N,247,235,482,315215.0,227337.0,-6.27229,53.2838,Mixed
1145,19575J,ST MARYS JUNIOR N S,ROWLAGH,CLONDALKIN,DUBLIN 22,,Dublin,CATHOLIC,N,Y,N,122,110,232,306938.0,233745.0,-6.3942,53.3431,Mixed
1146,19576L,S N AENGHUSA,SCOIL N AENGHUSA SIN,BALROTHERY,TALLAGHT,DUBLIN 24,Dublin,CATHOLIC,N,Y,N,109,88,197,310345.0,228166.0,-6.345,53.2923,Mixed
1147,19577N,SCOIL IOSA,SCOIL NAIS IOSA,TYMON NORTH,TALLAGHT,DUBLIN 24,Dublin,CATHOLIC,N,Y,N,43,36,79,310697.0,228469.0,-6.33962,53.295,Mixed
1148,19582G,ST MAELRUAINS  N S,KILCLARE AVENUE,JOBSTOWN,TALLAGHT,DUBLIN 24,Dublin,CHURCH OF IRELAND,N,Y,N,51,41,92,307291.0,226973.0,-6.39119,53.2822,Mixed
1149,19613O,SCOIL CNOC MHUIRE SIN,KNOCKMORE AVE,KILLINARDEN,TALLAGHT,DUBLIN 24,Dublin,CATHOLIC,N,Y,N,67,62,129,307291.0,226219.0,-6.39144,53.2755,Mixed
1150,19617W,ST MARTIN DE PORRES N S,AYLESBURY,OLD BAWN,TALLAGHT,DUBLIN 24,Dublin,CATHOLIC,N,N,N,224,237,461,308685.0,226179.0,-6.37057,53.2748,Mixed
1151,19623R,ST PAULS JUN NS,GREENHILLS,WALKINSTOWN,DUBLIN 12,,Dublin,CATHOLIC,N,N,N,0,230,230,311473.0,230007.0,-6.32744,53.3086,Female
1152,19642V,ST PETER APOSTLE SEN NS,NEILLSTOWN,CLONDALKIN,DUBLIN 22,,Dublin,CATHOLIC,N,Y,N,135,104,239,306491.0,233016.0,-6.40115,53.3367,Mixed
1153,19646G,SCOIL SANTAIN,BOTHAR NA HABHANN MOR,TAMHLACHT,ATH CLIATH 24,,Dublin,CATHOLIC,N,Y,N,162,208,370,310263.0,227227.0,-6.34656,53.2839,Mixed
1154,19647I,ST MARYS SEN N S,ROWLAGH,CLONDALKIN,DUBLIN 22,,Dublin,CATHOLIC,N,Y,N,122,103,225,306861.0,233690.0,-6.39537,53.3426,Mixed
1155,19652B,AN CHROI RO NAOFA SOIS,KILLINARDEN,TALLAGHT,DUBLIN 24,,Dublin,CATHOLIC,N,Y,N,144,140,284,307994.0,226356.0,-6.38086,53.2765,Mixed
1156,19658N,BISHOP SHANAHAN NS,ORWELL PARK,TEMPLEOGUE,DUBLIN 16,,Dublin,CATHOLIC,N,N,N,236,222,458,312165.0,228862.0,-6.31747,53.2982,Mixed
1157,19676P,SCOIL AINE NAOFA,ESKER,LUCAN,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,276,275,551,303364.0,234304.0,-6.44766,53.3489,Mixed
1158,19702N,ST THOMAS JUNIOR N S,JOBSTOWN,TALLAGHT,DUBLIN 24,,Dublin,CATHOLIC,N,Y,N,222,210,432,306481.0,226548.0,-6.4034699999999996,53.2786,Mixed
1159,19707A,ST RONANS N S,DEANSRATH,CLONDALKIN,DUBLIN 22,,Dublin,CATHOLIC,N,Y,N,237,208,445,304913.0,231461.0,-6.42535,53.323,Mixed
1160,19742C,ST COLMCILLE SENIOR N S,KNOCKLYON,DUBLIN 16,,,Dublin,CATHOLIC,N,N,N,359,337,696,312320.0,227330.0,-6.31569,53.2844,Mixed
1161,19743E,ST BERNADETTES JUNIOR N S,QUARRYVALE,CLONDALKIN,DUBLIN 22,,Dublin,CATHOLIC,N,Y,N,118,118,236,306740.0,234439.0,-6.39694,53.3494,Mixed
1162,19765O,ST THOMAS SENIOR N S,JOBSTOWN,TALLAGHT,DUBLIN 24,,Dublin,CATHOLIC,N,Y,N,248,208,456,306560.0,226556.0,-6.40229,53.2786,Mixed
1163,19775R,SCOIL CNOC MHUIRE JUNIOR,KNOCKMORE AVE,KILLINARDEN,TALLAGHT,DUBLIN 24,Dublin,CATHOLIC,N,Y,N,102,79,181,307327.0,226232.0,-6.3909,53.2756,Mixed
1164,19782O,ST BRIGIDS N S,BROOKFIELD,TALLAGHT,DUBLIN 24,,Dublin,CATHOLIC,N,Y,N,162,169,331,306468.0,227476.0,-6.40336,53.2869,Mixed
1165,19785U,ST BERNADETTES SENIOR N S,QUARRYVALE,CLONDALKIN,DUBLIN 22,,Dublin,CATHOLIC,N,Y,N,101,118,219,306775.0,234524.0,-6.396380000000001,53.3502,Mixed
1166,19799I,SACRED HEART N S,SRULEEN,CLONDALKIN,DUBLIN 22,,Dublin,CATHOLIC,N,N,N,232,206,438,306542.0,230523.0,-6.4012199999999995,53.3143,Mixed
1167,19817H,ST MARYS N S,WOODVIEW,ESKER,LUCAN,CO DUBLIN,Dublin,CATHOLIC,N,N,N,219,196,415,302121.0,234487.0,-6.46626,53.3507,Mixed
1168,19834H,ST AIDANS NS,BROOKFIELD,TALLAGHT,DUBLIN 24,,Dublin,CATHOLIC,N,Y,N,166,151,317,306447.0,227390.0,-6.4037,53.2861,Mixed
1169,19855P,GAELSCOIL CHLUAIN DOLCAIN,BOTHAR NANGOR,CLUAIN DOLCAIN,BAILE ATHA CLIATH 22,,Dublin,CATHOLIC,N,N,N,148,141,289,306508.0,231542.0,-6.40139,53.3234,Mixed
1170,19865S,DIVINE MERCY JUNIOR NATIONAL SCHOOL,BALGADDY,LUCAN,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,286,270,556,305571.0,233403.0,-6.41483,53.3403,Mixed
1171,19872P,SCOIL CHAITLIN MAUDE,CNOC MHUIRE,TAMHLACHT,BAILE ATHA CLIATH 24,,Dublin,CATHOLIC,N,Y,N,126,147,273,307236.0,226267.0,-6.39225,53.2759,Mixed
1172,19878E,Holy Rosary Primary School,Old Court Avenue,Tallaght,,DUBLIN 24,Dublin,CATHOLIC,N,Y,N,346,271,617,310214.0,226011.0,-6.34771,53.273,Mixed
1173,19893A,ST KILIANS SENIOR N S,CASTLEVIEW,TALLAGHT,DUBLIN 24,,Dublin,CATHOLIC,N,N,N,108,100,208,308683.0,229656.0,-6.36941,53.306000000000004,Mixed
1174,19940G,GAELSCOIL NAOMH PADRAIG,LEAMHCAN,CO BAILE ATHA CLIATH,,,Dublin,CATHOLIC,N,N,N,252,229,481,304234.0,234493.0,-6.43454,53.3504,Mixed
1175,19943M,ST DAMIENS NS,QUARRY DRIVE,PERRYSTOWN,DUBLIN 12,,Dublin,CATHOLIC,N,N,N,163,84,247,311933.0,230616.0,-6.32033,53.31399999999999,Mixed
1176,19950J,ST DOMINICS N S,TALLAGHT,DUBLIN 24,,,Dublin,CATHOLIC,N,Y,N,103,116,219,309598.0,227412.0,-6.35646,53.2857,Mixed
1177,19991A,GAELSCOIL NA CAMOIGE,ARAS CHRONAIN,BOTHAR AN ULLOIRD,CLUAIN DOLCAIN,BAILE ATHA CLIATH 22,Dublin,CATHOLIC,N,N,N,100,131,231,307135.0,231554.0,-6.39198,53.3234,Mixed
1178,20043G,GAELSCOIL CHNOC LIAMHNA,HALLA NA NGASOGA,BOTHAR CNOC LIAMHNA,BAILE ATHA CLIATH 16,,Dublin,CATHOLIC,N,N,N,112,118,230,311646.0,227299.0,-6.3258,53.2843,Mixed
1179,20066S,LUCAN EDUCATE TOGETHER NS,"BEWLEY WAY,","WILLSBROOK,","LUCAN,",CO. DUBLIN,Dublin,MULTI DENOMINATIONAL,N,N,N,254,194,448,304901.0,234572.0,-6.4245,53.351000000000006,Mixed
1180,20166W,GRIFFEEN VALLEY EDUCATE TOGETHER NS,"GRIFFEEN GLEN BOULEVARD,",LUCAN,CO. DUBLIN.,,Dublin,MULTI DENOMINATIONAL,N,N,N,222,221,443,304370.0,233462.0,-6.432840000000001,53.3411,Mixed
1181,20173T,ST ANNES PRIMARY SCHOOL,FETTERCAIRN,TALLAGHT,DUBLIN 24,,Dublin,CATHOLIC,N,Y,N,217,221,438,307280.0,227884.0,-6.39105,53.2904,Mixed
1182,20187H,DIVINE MERCY SENIOR NATIONAL SCHOOL,BALGADDY,LUCAN,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,307,304,611,305507.0,233324.0,-6.41582,53.3396,Mixed
1183,20194E,St. John the Evangelist National School,ADAMSTOWN,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,190,182,372,302578.0,232863.0,-6.45993,53.3361,Mixed
1184,20223I,GAELSCOIL EISCIR RIADA,BÓTHAR AN GHRIFÍN,LEAMHCÁN,CO ÁTHA CLIATH,,Dublin,CATHOLIC,N,N,N,225,231,456,304157.0,234218.0,-6.43579,53.3479,Mixed
